Medicamento;Empresa;CNPJ;Expediente;Data de Publicação_rel;Data de Publicação_cat;Data de Publicação (dt)_rel;Data de Publicação (dt)_cat;Categoria;status
tacrolimo monoidratado;Camber Farmaceutica Ltda;24.633.934/0001-29;812596242;18/06/2024;;2024-06-18;;;novo_em_relatorio
ácido fusídico + valerato de betametasona;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;682811254;21/05/2025;;2025-05-21;;;novo_em_relatorio
LIFOS;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1378843231;05/12/2023;;2023-12-05;;;novo_em_relatorio
ACEFLOR;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;961902256;23/07/2025;;2025-07-23;;;novo_em_relatorio
loratadina;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;1418109240;16/10/2024;;2024-10-16;;;novo_em_relatorio
ENAVO GOTAS;EMS S/A;57.507.378/0003-65;743089251;02/06/2025;;2025-06-02;;;novo_em_relatorio
Upstaza;PTC FARMACEUTICA DO BRASIL LTDA.;25.210.463/0001-09;1383412243;08/10/2024;;2024-10-08;;;novo_em_relatorio
CLORETO DE SÓDIO 0,9% BASA;BASAL INDUSTRIA FARMACEUTICA LTDA;36.526.169/0001-27;952572249;12/07/2024;;2024-07-12;;;novo_em_relatorio
KISUNLA;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;1028384254;11/08/2025;;2025-08-11;;;novo_em_relatorio
cloreto de sódio;BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;47.231.121/0001-08;677068255;20/05/2025;;2025-05-20;;;novo_em_relatorio
ibuprofeno;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;1283012243;18/09/2024;;2024-09-18;;;novo_em_relatorio
trometamol cetorolaco;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1182698255;05/09/2025;;2025-09-05;;;novo_em_relatorio
bromidrato de vortioxetina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;371310253;19/03/2025;;2025-03-19;;;novo_em_relatorio
cloreto de sódio 0,9%;COPERMED COMERCIAL IMPORTADORA LTDA;09.029.404/0001-82;1438262248;18/10/2024;;2024-10-18;;;novo_em_relatorio
DIMESILATO DE LISDEXANFETAMINA;EMS S/A;57.507.378/0003-65;923993258;16/07/2025;;2025-07-16;;;novo_em_relatorio
dapagliflozina;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;1158245254;29/08/2025;;2025-08-29;;;novo_em_relatorio
CYDIKRIZ;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;680889256;21/05/2025;;2025-05-21;;;novo_em_relatorio
INTRATECT;GRIFOLS BRASIL LTDA;02.513.899/0001-71;752236253;03/06/2025;;2025-06-03;;;novo_em_relatorio
ELEVIDYS;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;910301255;11/07/2025;;2025-07-11;;;novo_em_relatorio
BUSONID;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1118311248;15/08/2024;;2024-08-15;;;novo_em_relatorio
MOTIX;FARMOQUÍMICA S/A;33.349.473/0001-58;1016023243;25/07/2024;;2024-07-25;;;novo_em_relatorio
LUSANDA;ADIUM S.A.;55.980.684/0001-27;556058259;25/04/2025;;2025-04-25;;;novo_em_relatorio
Nutriflex Lipid;LABORATORIOS B. BRAUN S/A;31.673.254/0001-02;659897253;15/05/2025;;2025-05-15;;;novo_em_relatorio
SOLIRIS;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;1718787243;17/12/2024;;2024-12-17;;;novo_em_relatorio
VEGAPALI;ADIUM S.A.;55.980.684/0001-27;385384254;21/03/2025;;2025-03-21;;;novo_em_relatorio
ELAHERE;ABBVIE FARMACÊUTICA LTDA.;15.800.545/0001-50;1163454257;01/09/2025;;2025-09-01;;;novo_em_relatorio
ibuprofeno;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;506012255;14/04/2025;;2025-04-14;;;novo_em_relatorio
OZURDEX;ABBVIE FARMACÊUTICA LTDA.;15.800.545/0001-50;106660241;29/01/2024;;2024-01-29;;;novo_em_relatorio
CYTOVINEX;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;612922251;07/05/2025;;2025-05-07;;;novo_em_relatorio
WINREVAIR;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;762539259;05/06/2025;;2025-06-05;;;novo_em_relatorio
KETALGI;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;1128077256;21/08/2025;;2025-08-21;;;novo_em_relatorio
isotretinoína;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;631985255;09/05/2025;;2025-05-09;;;novo_em_relatorio
NORTRY;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1133392253;22/08/2025;;2025-08-22;;;novo_em_relatorio
BENEDESC PLUS;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;552163252;24/04/2025;;2025-04-24;;;novo_em_relatorio
DECONLERG;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;923134255;16/07/2025;;2025-07-16;;;novo_em_relatorio
NUTRIFLEX;LABORATORIOS B. BRAUN S/A;31.673.254/0001-02;658344251;15/05/2025;;2025-05-15;;;novo_em_relatorio
vacina DTPa-HB-IPV-Hib adsorvida difteria, tétano, pertussis (acelular), hepatite B (recombinante), poliomielite 1, 2 e 3 (inativada) e Haemophilus influenzae B (conjugada);FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;975177257;28/07/2025;;2025-07-28;;;novo_em_relatorio
CASTANHA DA ÍNDIA LABORATÓRIOS OSÓRIO DE MORAES;LABORATÓRIOS OSÓRIO DE MORAES LTDA;19.791.813/0001-75;1723943240;17/12/2024;;2024-12-17;;;novo_em_relatorio
ALHEMO®;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;652157254;14/05/2025;;2025-05-14;;;novo_em_relatorio
VORANIGO;LABORATÓRIOS SERVIER DO BRASIL LTDA;42.374.207/0001-76;1026398258;11/08/2025;;2025-08-11;;;novo_em_relatorio
OSELGUARD;HEMAFARMA COM E IND FARMACEUTICA LTDA;30.332.829/0001-52;746091257;02/06/2025;;2025-06-02;;;novo_em_relatorio
COXDUO;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;1278843248;17/09/2024;;2024-09-17;;;novo_em_relatorio
drospirenona + etinilestradiol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1002703255;04/08/2025;;2025-08-04;;;novo_em_relatorio
pantoprazol sódico sesqui-hidratado;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;864511256;02/07/2025;;2025-07-02;;;novo_em_relatorio
LIND;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;933078251;18/07/2025;;2025-07-18;;;novo_em_relatorio
LISDEV;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;932991254;18/07/2025;;2025-07-18;;;novo_em_relatorio
DEKSA;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;966753259;24/07/2025;;2025-07-24;;;novo_em_relatorio
SUNAM;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;509891250;14/04/2025;;2025-04-14;;;novo_em_relatorio
NEULEPTIL;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;445981253;01/04/2025;;2025-04-01;;;novo_em_relatorio
MUCOS EXPEC;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1173406255;03/09/2025;;2025-09-03;;;novo_em_relatorio
telmisartana + hidroclorotiazida;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1260490246;13/09/2024;;2024-09-13;;;novo_em_relatorio
ácido zoledrônico;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;901306231;25/08/2023;;2023-08-25;;;novo_em_relatorio
celecoxibe;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;326047255;11/03/2025;;2025-03-11;;;novo_em_relatorio
XADAGO;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;61.100.004/0001-36;1686073241;10/12/2024;;2024-12-10;;;novo_em_relatorio
LOKELMA;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;969855257;25/07/2025;;2025-07-25;;;novo_em_relatorio
cloridrato de donepezila;EMS S/A;57.507.378/0003-65;645420255;13/05/2025;;2025-05-13;;;novo_em_relatorio
meropeném;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1219880248;04/09/2024;;2024-09-04;;;novo_em_relatorio
pantoprazol magnésico di-hidratado;EMS S/A;57.507.378/0003-65;297489259;05/03/2025;;2025-03-05;;;novo_em_relatorio
cloridrato de memantina;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;615463258;07/05/2025;;2025-05-07;;;novo_em_relatorio
DOMPED;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;3233349211;17/08/2021;;2021-08-17;;;novo_em_relatorio
Trumenba;PFIZER BRASIL LTDA;61.072.393/0001-33;1181280257;05/09/2025;;2025-09-05;;;novo_em_relatorio
TOUJEO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;834465256;25/06/2025;;2025-06-25;;;novo_em_relatorio
entecavir;FUNDAÇÃO EZEQUIEL DIAS - FUNED;17.503.475/0001-01;1563830248;13/11/2024;;2024-11-13;;;novo_em_relatorio
Palexis® LP;GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;10.555.143/0001-13;1280437243;17/09/2024;;2024-09-17;;;novo_em_relatorio
SUKHI;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;861644255;01/07/2025;;2025-07-01;;;novo_em_relatorio
MIRUGELL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;759839247;06/06/2024;;2024-06-06;;;novo_em_relatorio
BRONDELIX;EMS S/A;57.507.378/0003-65;176340246;15/02/2024;;2024-02-15;;;novo_em_relatorio
VOFLUR;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;477166253;07/04/2025;;2025-04-07;;;novo_em_relatorio
VAXIGRIP TETRA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;443483256;01/04/2025;;2025-04-01;;;novo_em_relatorio
USOLEG;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;862750253;01/07/2025;;2025-07-01;;;novo_em_relatorio
ALFAINTERFERONA 2B (RECOMBINANTE);ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;212212249;22/02/2024;;2024-02-22;;;novo_em_relatorio
TOBRACIN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;997301252;01/08/2025;;2025-08-01;;;novo_em_relatorio
XGEVA;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;1488629242;29/10/2024;;2024-10-29;;;novo_em_relatorio
OXCARBAZEPINA;TORRENT DO BRASIL LTDA;33.078.528/0001-32;681628251;21/05/2025;;2025-05-21;;;novo_em_relatorio
LUNAH;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;754315240;05/06/2024;;2024-06-05;;;novo_em_relatorio
CHOPHYTOL;MR PHARMA LTDA;23.668.196/0001-92;870459252;02/07/2025;;2025-07-02;;;novo_em_relatorio
atenolol + clortalidona;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1204511210;29/03/2021;;2021-03-29;;;novo_em_relatorio
TAVAFLOX;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;571795251;28/04/2025;;2025-04-28;;;novo_em_relatorio
MYOZYME;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;709773251;26/05/2025;;2025-05-26;;;novo_em_relatorio
hemifumarato de quetiapina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1006792252;05/08/2025;;2025-08-05;;;novo_em_relatorio
METRONIDAZOL;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;226806235;07/03/2023;;2023-03-07;;;novo_em_relatorio
risperidona;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;858451255;30/06/2025;;2025-06-30;;;novo_em_relatorio
CLEXANE;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;638710251;12/05/2025;;2025-05-12;;;novo_em_relatorio
BENEFIX;PFIZER BRASIL LTDA;61.072.393/0001-33;1567331246;14/11/2024;;2024-11-14;;;novo_em_relatorio
TILESTAL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;1190131251;08/09/2025;;2025-09-08;;;novo_em_relatorio
HELIORAL;FARMOQUÍMICA S/A;33.349.473/0001-58;1371789231;04/12/2023;;2023-12-04;;;novo_em_relatorio
amoxicilina + clavulanato de potássio;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1112375252;18/08/2025;;2025-08-18;;;novo_em_relatorio
FINASTERIDA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;652648258;14/05/2025;;2025-05-14;;;novo_em_relatorio
CEREZYME;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;168753251;06/02/2025;;2025-02-06;;;novo_em_relatorio
BENEGRIP MULTI NOITE;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;1435464249;18/10/2024;;2024-10-18;;;novo_em_relatorio
apixabana;NATCOFARMA DO BRASIL LTDA;08.157.293/0001-27;1714929248;16/12/2024;;2024-12-16;;;novo_em_relatorio
LASIX;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1232203246;06/09/2024;;2024-09-06;;;novo_em_relatorio
MYLVESTON;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;4986590227;28/11/2022;;2022-11-28;;;novo_em_relatorio
EMPAK;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;300187254;05/03/2025;;2025-03-05;;;novo_em_relatorio
levetiracetam;ADIUM S.A.;55.980.684/0001-27;150064250;03/02/2025;;2025-02-03;;;novo_em_relatorio
rivaroxabana;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;4734857229;23/09/2022;;2022-09-23;;;novo_em_relatorio
TESS;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;289025257;28/02/2025;;2025-02-28;;;novo_em_relatorio
clotrimazol;BELFAR LTDA;18.324.343/0001-77;1196310246;30/08/2024;;2024-08-30;;;novo_em_relatorio
YESCARTA;GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;15.670.288/0001-89;1580631240;18/11/2024;;2024-11-18;;;novo_em_relatorio
FITOVITAL;LABORATORIO CATARINENSE LTDA;84.684.620/0001-87;782886256;10/06/2025;;2025-06-10;;;novo_em_relatorio
cloridrato de ciclobenzaprina;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;529608251;17/04/2025;;2025-04-17;;;novo_em_relatorio
XELJANZ;PFIZER BRASIL LTDA;61.072.393/0001-33;42563259;13/01/2025;;2025-01-13;;;novo_em_relatorio
STILRAM SL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;54778255;14/01/2025;;2025-01-14;;;novo_em_relatorio
FORMYN;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1182631258;05/09/2025;;2025-09-05;;;novo_em_relatorio
HYFREN;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;558529259;25/04/2025;;2025-04-25;;;novo_em_relatorio
ADACEL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;923259252;16/07/2025;;2025-07-16;;;novo_em_relatorio
cloridrato de erlotinibe;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;1015280234;25/09/2023;;2023-09-25;;;novo_em_relatorio
BRYST;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;815049251;18/06/2025;;2025-06-18;;;novo_em_relatorio
FLUCAZOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;690756241;23/05/2024;;2024-05-23;;;novo_em_relatorio
ciprofibrato;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;221125256;17/02/2025;;2025-02-17;;;novo_em_relatorio
bromoprida;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1603558241;22/11/2024;;2024-11-22;;;novo_em_relatorio
CIPROCILIN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;368200256;19/03/2025;;2025-03-19;;;novo_em_relatorio
PREGNOLAN;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;1627054243;28/11/2024;;2024-11-28;;;novo_em_relatorio
LORATAMED;CIMED INDUSTRIA S.A;02.814.497/0001-07;960633251;23/07/2025;;2025-07-23;;;novo_em_relatorio
ULTRAPROCT LDO;MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA;07.591.326/0001-80;15775241;05/01/2024;;2024-01-05;;;novo_em_relatorio
LAKOS;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;155290258;04/02/2025;;2025-02-04;;;novo_em_relatorio
REMISTESI;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1477803238;27/12/2023;;2023-12-27;;;novo_em_relatorio
SYSTEN CONTI;FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;09.058.502/0001-48;1263654240;13/09/2024;;2024-09-13;;;novo_em_relatorio
NEO LORATADIN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;3352414211;25/08/2021;;2021-08-25;;;novo_em_relatorio
NALBLI;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;4633168223;31/08/2022;;2022-08-31;;;novo_em_relatorio
GHEMAXAN;BIOMM SA;04.752.991/0001-10;1022117254;08/08/2025;;2025-08-08;;;novo_em_relatorio
bromidrato de vortioxetina;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;649037251;14/05/2025;;2025-05-14;;;novo_em_relatorio
ibuprofeno;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1735652245;19/12/2024;;2024-12-19;;;novo_em_relatorio
atorvastatina cálcica;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;792568257;12/06/2025;;2025-06-12;;;novo_em_relatorio
ISON;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1157488251;29/08/2025;;2025-08-29;;;novo_em_relatorio
Rybelsus;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;910793255;11/07/2025;;2025-07-11;;;novo_em_relatorio
tiocolchicosídeo;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;151900256;04/02/2025;;2025-02-04;;;novo_em_relatorio
Xeomin;MERZ FARMACÊUTICA COMERCIAL LTDA;11.681.446/0001-45;289183251;28/02/2025;;2025-02-28;;;novo_em_relatorio
HEZO;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;934553254;18/07/2025;;2025-07-18;;;novo_em_relatorio
CLARISCAN;GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;00.029.372/0001-40;780135245;11/06/2024;;2024-06-11;;;novo_em_relatorio
PERLID;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;379071258;20/03/2025;;2025-03-20;;;novo_em_relatorio
FLAGYL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;991732251;31/07/2025;;2025-07-31;;;novo_em_relatorio
dutasterida + cloridrato de tansulosina;APSEN FARMACEUTICA S/A;62.462.015/0001-29;1073825256;14/08/2025;;2025-08-14;;;novo_em_relatorio
LYSDEXA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1190660253;08/09/2025;;2025-09-08;;;novo_em_relatorio
hemitartarato de zolpidem;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1597137243;21/11/2024;;2024-11-21;;;novo_em_relatorio
AMCLAVU;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1150443251;27/08/2025;;2025-08-27;;;novo_em_relatorio
TANSUDART;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1486596240;29/10/2024;;2024-10-29;;;novo_em_relatorio
VENDEXLA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1074960238;09/10/2023;;2023-10-09;;;novo_em_relatorio
ceftriaxona dissódica;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;67077242;18/01/2024;;2024-01-18;;;novo_em_relatorio
prednisolona;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;586730257;30/04/2025;;2025-04-30;;;novo_em_relatorio
LISADOR CÓLICA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;707651239;10/07/2023;;2023-07-10;;;novo_em_relatorio
ROSUSTATIN;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1173356258;03/09/2025;;2025-09-03;;;novo_em_relatorio
MELOCOX ODT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;57300241;17/01/2024;;2024-01-17;;;novo_em_relatorio
CALQUENCE COMPRIMIDOS;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;867636254;02/07/2025;;2025-07-02;;;novo_em_relatorio
cloridrato de paroxetina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;301022259;05/03/2025;;2025-03-05;;;novo_em_relatorio
pitavastatina cálcica;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;52856259;14/01/2025;;2025-01-14;;;novo_em_relatorio
ZALERV;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;907953255;11/07/2025;;2025-07-11;;;novo_em_relatorio
cloridrato de sibutramina monoidratado;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1140141252;25/08/2025;;2025-08-25;;;novo_em_relatorio
olmesartana medoxomila;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;648840255;14/05/2025;;2025-05-14;;;novo_em_relatorio
RELYON;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1456311239;21/12/2023;;2023-12-21;;;novo_em_relatorio
APRETUDE;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1367764246;04/10/2024;;2024-10-04;;;novo_em_relatorio
LEMONT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;915621240;04/07/2024;;2024-07-04;;;novo_em_relatorio
trometamol cetorolaco;EMS S/A;57.507.378/0003-65;1182273254;05/09/2025;;2025-09-05;;;novo_em_relatorio
SIGMASPORIN MICRORAL;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;882156241;27/06/2024;;2024-06-27;;;novo_em_relatorio
CAPEDUC;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1443553247;21/10/2024;;2024-10-21;;;novo_em_relatorio
RESFEGRIPE;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;4946092226;17/11/2022;;2022-11-17;;;novo_em_relatorio
LIVALO;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1736787241;19/12/2024;;2024-12-19;;;novo_em_relatorio
metildopa;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1414598246;15/10/2024;;2024-10-15;;;novo_em_relatorio
parecoxibe sódico;MANDALA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTO MÉDICO HOSPITALAR LTDA;09.117.476/0001-81;44705255;13/01/2025;;2025-01-13;;;novo_em_relatorio
LEPONEX;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;961719249;15/07/2024;;2024-07-15;;;novo_em_relatorio
isotretinoína;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;848569245;21/06/2024;;2024-06-21;;;novo_em_relatorio
Salonpas Gel;HISAMITSU FARMACÊUTICA DO BRASIL LTDA;49.383.250/0001-47;604186231;14/06/2023;;2023-06-14;;;novo_em_relatorio
cloridrato de lercanidipino;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1158605251;29/08/2025;;2025-08-29;;;novo_em_relatorio
dipirona;CIMED INDUSTRIA S.A;02.814.497/0001-07;535155255;22/04/2025;;2025-04-22;;;novo_em_relatorio
pregabalina;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;4886396224;31/10/2022;;2022-10-31;;;novo_em_relatorio
ESOP;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;644439254;13/05/2025;;2025-05-13;;;novo_em_relatorio
dimenidrinato + cloridrato de piridoxina;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;1177919249;27/08/2024;;2024-08-27;;;novo_em_relatorio
OLIRE;EMS S/A;57.507.378/0003-65;982753250;29/07/2025;;2025-07-29;;;novo_em_relatorio
levetiracetam;EMS S/A;57.507.378/0003-65;1106711246;13/08/2024;;2024-08-13;;;novo_em_relatorio
DERADOP XL;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;199847258;12/02/2025;;2025-02-12;;;novo_em_relatorio
ORGALUTRAN;ORGANON FARMACÊUTICA LTDA.;45.987.013/0001-34;664782256;16/05/2025;;2025-05-16;;;novo_em_relatorio
NORADOP;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;857746251;30/06/2025;;2025-06-30;;;novo_em_relatorio
CLIMENE;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;109543246;29/01/2024;;2024-01-29;;;novo_em_relatorio
BUSCOPAN PEDIÁTRICO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;707636230;10/07/2023;;2023-07-10;;;novo_em_relatorio
LECZA XR;APSEN FARMACEUTICA S/A;62.462.015/0001-29;1669320243;06/12/2024;;2024-12-06;;;novo_em_relatorio
cloridrato de sertralina;BELFAR LTDA;18.324.343/0001-77;283216255;27/02/2025;;2025-02-27;;;novo_em_relatorio
