"disease","disease_label","alt_label"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5782","Meckel Syndrome, Type 4","Meckel-Gruber Syndrome, Type 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5799","Inflammatory Bowel Disease 10",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID581","Pierre Robin sequence with pectus excavatum and rib and scapular anomalies","Campomelic dysplasia, mild"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID582","Pierre Robin syndrome with fetal chondrodysplasia","Heterozygous Osmed"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID582","Pierre Robin syndrome with fetal chondrodysplasia","Heterozygous Otospondylomegaepiphyseal Dysplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID582","Pierre Robin syndrome with fetal chondrodysplasia","Weissenbacher-Zweymuller syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID582","Pierre Robin syndrome with fetal chondrodysplasia","Weissenbacher-Zweymüller Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5820","Surfactant Metabolism Dysfunction, Pulmonary, 2","Pulmonary Alveolar Proteinosis, Congenital, 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5820","Surfactant Metabolism Dysfunction, Pulmonary, 2","Desquamative Interstitial Pneumonitis Due To Surfactant Protein C Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5820","Surfactant Metabolism Dysfunction, Pulmonary, 2","Interstitial Lung Disease Due To Surfactant Protein C Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5824","Sakoda Complex","Sphenoethmoidal Encephalomeningocele, Agenesis of the Corpus Callosum, and Cleft Lip-Palate"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5824","Sakoda Complex","Sakoda Spectrum"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5832","Mental Retardation, X-Linked 93","Mental Retardation, X-Linked, With Macrocephaly"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5834","Atypical Mycobacteriosis, Familial, X-Linked 2","AMCBX2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5834","Atypical Mycobacteriosis, Familial, X-Linked 2","Atypical Mycobacterial Infection, Familial Disseminated, X-Linked 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5834","Atypical Mycobacteriosis, Familial, X-Linked 2","Atypical Mycobacterial Infection, Disseminated, X-Linked 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5835","Mental Retardation, X-Linked, With Brachydactyly And Macroglossia","Cabezas Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5835","Mental Retardation, X-Linked, With Brachydactyly And Macroglossia","Cabezas X-Linked Mental Retardation Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5835","Mental Retardation, X-Linked, With Brachydactyly And Macroglossia","MRXS15"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5835","Mental Retardation, X-Linked, With Brachydactyly And Macroglossia","Mental Retardation, X-Linked, Syndromic 15"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5835","Mental Retardation, X-Linked, With Brachydactyly And Macroglossia","Mental Retardation, X-Linked, With Short Stature, Small Testes, Muscle Wasting, And Tremor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID584","Spondylocamptodactyly","Camptodactyly with cervical platyspondyly"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID584","Spondylocamptodactyly","Spondylo camptodactyly syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5846","Brugada Syndrome 2",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5847","Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps","Hanac"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5847","Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps","Hanac Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5847","Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps","Autosomal Dominant Familial Hematuria, Retinal Arteriolar Tortuosity, Contractures"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5847","Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps","Hereditary Angiopathy with Nephropathy, Aneurysms, and Muscle Cramps Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5847","Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps","Hereditary Angiopathy with Nephropathy, Aneurysm, and Muscle Cramps Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5850","Skin-Hair-Eye Pigmentation, Variation In, 9","Skin-Hair-Eye Pigmentation 9, Freckling And Burning"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5850","Skin-Hair-Eye Pigmentation, Variation In, 9","Shep9"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5850","Skin-Hair-Eye Pigmentation, Variation In, 9","Skin-Hair-Eye Pigmentation 9, Brown-Nonbrown Eyes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5850","Skin-Hair-Eye Pigmentation, Variation In, 9","Skin-Hair-Eye Pigmentation 9, Dark-Light Hair"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5850","Skin-Hair-Eye Pigmentation, Variation In, 9","Skin-Hair-Eye Pigmentation 9, Red-Nonred Hair"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5853","Skin-Hair-Eye Pigmentation, Variation In, 8","Shep8"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5853","Skin-Hair-Eye Pigmentation, Variation In, 8","Skin-Hair-Eye Pigmentation 8, Freckling"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5858","Microcephaly with Mental Retardation and Digital Anomalies","Jawad Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID586","Spondylocostal dysostosis, autosomal recessive","Autosomal recessive spondylocostal dysostosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID586","Spondylocostal dysostosis, autosomal recessive","Spondylocostal Dysostosis 2, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID586","Spondylocostal dysostosis, autosomal recessive","Spondylocostal Dysostosis 3, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5861","Hypogonadism and Testicular Atrophy",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5869","Ectopia Lentis, Isolated, Autosomal Recessive",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5873","Spondyloepiphyseal Dysplasia-Brachydactyly and Distinctive Speech","Fantasy Island Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5873","Spondyloepiphyseal Dysplasia-Brachydactyly and Distinctive Speech","SED-BDS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5873","Spondyloepiphyseal Dysplasia-Brachydactyly and Distinctive Speech","Tattoo Dysplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5874","Myopathy, Early-Onset, with Fatal Cardiomyopathy","Early-Onset Myopathy with Fatal Cardiomyopathy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5874","Myopathy, Early-Onset, with Fatal Cardiomyopathy","Salih Cmd"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5874","Myopathy, Early-Onset, with Fatal Cardiomyopathy","Salih Congenital Muscular Dystrophy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5874","Myopathy, Early-Onset, with Fatal Cardiomyopathy","Salih Myopathy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5875","Dystonia with Cerebellar Atrophy",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5884","Anemia, Hypochromic Microcytic, With Iron Overload",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID589","Spondyloepimetaphyseal dysplasia with multiple dislocations","Spondyloepimetaphyseal dysplasia with multiple dislocations, hall type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID589","Spondyloepimetaphyseal dysplasia with multiple dislocations","Spondyloepimetaphyseal dysplasia with multiple dislocations, leptodactylic type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5901","NF1 Microduplication Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5903","Faciocardiomelic Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5909","Best Vitelliform Macular Dystrophy, Multifocal",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5915","Myopia 15","MYP15"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5918","Kahrizi Syndrome","Mental Retardation, Cataract, Coloboma, and Kyphosis, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","Brachyolmia Type 1, Toledo Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","Brachyolmia, Toledo type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","SED, Chondroitin Sulfate Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","Toledo type brachyolmia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","Paps-Chondroitin Sulfate Sulfotransferase Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID592","Spondyloepiphyseal dysplasia tarda, Toledo type","Spondyloepiphyseal dysplasia, chondroitin sulfate type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5923","Polymicrogyria, Bilateral Occipital",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5926","Cone-Rod Dystrophy 12","CORD12"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5932","Ciliary Dyskinesia, Primary, 11","CILD11"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5951","Chromosome 6pter-P24 Deletion Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5955","Split-Hand-Foot Malformation With Long Bone Deficiency 3","SHFLD3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5958","Inflammatory Bowel Disease 24",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5959","Diamond-Blackfan Anemia 8",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5960","Diamond-Blackfan Anemia 7",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5962","Myopia 16","MYP16"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5966","Retinitis Pigmentosa 7, Digenic",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID597","Spondylometaphyseal dysplasia with dentinogenesis imperfecta","Odontochondrodysplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5974","Craniodiaphyseal Dysplasia, Autosomal Dominant",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5978","Amelogenesis Imperfecta, Hypomaturation Type, Iia2","Ai2a2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5978","Amelogenesis Imperfecta, Hypomaturation Type, Iia2","Amelogenesis Imperfecta, Pigmented Hypomaturation Type, 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID598","Spondylometaphyseal dysplasia, 'corner fracture' type","Spondylometaphyseal Dysplasia, Sutcliffe Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID598","Spondylometaphyseal dysplasia, 'corner fracture' type","Spondylometaphyseal Dysplasia, Corner Fracture Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5984","Diabetes Mellitus, Insulin-Dependent, 21","IDDM21"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5985","Diabetes Mellitus, Insulin-Dependent, 20","IDDM20"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID5989","Chromosome 1q21.1 Duplication Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6004","Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism","Ataxia, Delayed Dentition, and Hypomyelination"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6004","Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism","Leukodystrophy, Hypomyelinating, 7"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6004","Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism","Leukoencephalopathy, Hypomyelinating, with Ataxia and Delayed Dentition"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6005","Leukodystrophy, Hypomyelinating, 6","Leukodystrophy, Hypomyelinating, With Atrophy Of The Basal Ganglia And Cerebellum"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6020","Jervell And Lange-Nielsen Syndrome 2","Jlns2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6022","Chromosome 1q43-Q44 Deletion Syndrome","Chromosome 1qter Deletion Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6029","Osteopetrosis, Autosomal Recessive 7","Osteopetrosis, Osteoclast-Poor, With Hypogammaglobulinemia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6036","Inflammatory Bowel Disease 20",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6037","Nephrolithiasis-Osteoporosis, Hypophosphatemic, 2","NPHLOP2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6039","Joubert Syndrome 9",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6041","Retinitis Pigmentosa, Late-Onset Dominant",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6051","Inflammatory Bowel Disease 16",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6052","Inflammatory Bowel Disease 15",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6054","Inflammatory Bowel Disease 14","Ibd14"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6056","Chromosome 10q23 Deletion Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6059","Leukodystrophy, Hypomyelinating, 4","Mitochondrial Hsp60 Chaperonopathy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6061","Lymphedema, Cardiac Septal Defects, And Characteristic Facies","Irons-Bianchi Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6061","Lymphedema, Cardiac Septal Defects, And Characteristic Facies","Lymphedema, Atrial Septal Defect, And Characteristic Facies"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6070","Epidermolysis Bullosa Simplex With Pyloric Atresia","Ebs With Pyloric Atresia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6070","Epidermolysis Bullosa Simplex With Pyloric Atresia","Ebs-Pa"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6072","Orofacial Cleft 11","Cleft Lip with or without Cleft Palate, Nonsyndromic, 11"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6079","Otosclerosis 8","OTSC8"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6080","Retinitis Pigmentosa 41","Retinal Degeneration, Autosomal Recessive, Prominin-Related"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6081","Hypophosphatemic Rickets And Hyperparathyroidism",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6097","Hunter-Macdonald Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6102","Macular Degeneration, Age-Related, 11","ARMD11"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6109","Surfactant Metabolism Dysfunction, Pulmonary, 4","CSF2RA Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6109","Surfactant Metabolism Dysfunction, Pulmonary, 4","PAP due to CSF2RA Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6109","Surfactant Metabolism Dysfunction, Pulmonary, 4","Pulmonary Alveolar Proteinosis, Congenital, 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6128","Scapuloperoneal Myopathy, X-Linked Dominant","Scapuloperoneal Myopathy, FHL1-Related"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6134","Spherocytosis, Type 3","Spherocytosis, Hereditary, 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID614","Moloney syndrome","Choroidal atrophy alopecia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID614","Moloney syndrome","Regional choroidal atrophy and alopecia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6146","Ciliary Dyskinesia, Primary, 7","Cild7"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6146","Ciliary Dyskinesia, Primary, 7","Ciliary Dyskinesia, Primary, 7, With Or Without Situs Inversus"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6150","Brugada Syndrome 4",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6152","Prostate Cancer, Hereditary, 12","Hpc12"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6155","Long Qt Syndrome 11",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6159","Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs","SERKAL"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6159","Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs","SERKAL Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6161","Tremor, Hereditary Essential, And Idiopathic Normal Pressure Hydrocephalus","ETINPH"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6162","Elliptocytosis 1","4.1-Minus Trait"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6162","Elliptocytosis 1","Elliptocytosis, Rhesus-Linked Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6162","Elliptocytosis 1","Protein 4.1 of Erythrocyte Membrane, Defect of"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6173","Metaphyseal Anadysplasia 1","MANDP1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6181","Leukocyte Adhesion Deficiency, Type III","Integrin Activation Deficiency Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6181","Leukocyte Adhesion Deficiency, Type III","Leukocyte Adhesion Deficiency 1 Variant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6181","Leukocyte Adhesion Deficiency, Type III","Leukocyte Adhesion Deficiency 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6191","Hypoglossia, Isolated",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6193","Vitamin D-Dependent Rickets, Type 2B, With Normal Vitamin D Receptor","VDDR2B"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6194","Fibrosis Of Extraocular Muscles, Congenital, 3A, with or without Extraocular Involvement","CFEOM3A"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6198","Otopalatodigital Spectrum Disorder",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6208","Corneal Dystrophy, Endothelial, X-Linked","Endothelial Corneal Dystrophy, X-Linked"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6217","Oculodentodigital Dysplasia, Autosomal Recessive","Oculodentoosseous Dysplasia, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6218","Myopia 18, Autosomal Recessive","Myopia 18"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6223","Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6226","Growth Hormone Deficiency With Pituitary Anomalies","Pituitary Hormone Deficiency, Combined, 5"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6228","Hypokalemic Periodic Paralysis, Type 2","HOKPP2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6230","Spondylo-Megaepiphyseal-Metaphyseal Dysplasia",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6232","Roifman-Chitayat Syndrome","Combined Immunodeficiency, Facial Dysmorphism, Optic Nerve Atrophy, Skeletal Anomalies, And Developmental Delay"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6236","Miyoshi Muscular Dystrophy 3","Miyoshi Myopathy 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID624","Pseudoachondroplastic dysplasia 2","Recessive pseudoachondroplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID624","Pseudoachondroplastic dysplasia 2","Spondyloepiphyseal dysplasia pseudoachondroplastic 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6240","Diamond-Blackfan Anemia 10",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6247","Cortical Dysplasia-Focal Epilepsy Syndrome","PTHSL1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6247","Cortical Dysplasia-Focal Epilepsy Syndrome","Pitt-Hopkins-Like Syndrome 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6248","Polymicrogyria, Asymmetric",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6250","Omodysplasia 2","OMOD2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6250","Omodysplasia 2","Omodysplasia, Autosomal Dominant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6270","Bernard-Soulier Syndrome, Autosomal Dominant",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6281","Retinitis Pigmentosa, Concentric","Retinitis Pigmentosa 50"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6283","Mental Retardation, Autosomal Recessive 13","Mrt13"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6284","Polymicrogyria With Optic Nerve Hypoplasia",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6286","Chromosome 5p13 Duplication Syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6287","Marie Unna Hereditary Hypotrichosis 1","Hypotrichosis 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6287","Marie Unna Hereditary Hypotrichosis 1","Hypotrichosis, Marie Unna Type, 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6288","Dystransthyretinemic Euthyroidal Hyperthyroxinemia","Hyperthyroxinemia, Dysprealbuminemic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6288","Dystransthyretinemic Euthyroidal Hyperthyroxinemia","Hyperthyroxinemia, Dystransthyretinemic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6298","Brugada Syndrome 7",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6299","Brugada Syndrome 6",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID630","Pseudoinflammatory fundus dystrophy, Finnish type","Pseudoinflammatory fundus dystrophy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID630","Pseudoinflammatory fundus dystrophy, Finnish type","Pseudoinflammatory fundus dystrophy, Lavia type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID630","Pseudoinflammatory fundus dystrophy, Finnish type","Fundus dystrophy, pseudoinflammatory recessive form"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID630","Pseudoinflammatory fundus dystrophy, Finnish type","Fundus Dystrophy, Pseudoinflammatory, Recessive Form"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","HSAN IIA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","HSAN2A"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","HSAN2B"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","HSN IIA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","HSN2A"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","Neuropathy, Hereditary Sensory, Type IIA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6301","Neuropathy, Hereditary Sensory And Autonomic, Type IIB","Neuropathy, Hereditary Sensory And Autonomic, Type IIA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6311","Hypotrichosis And Recurrent Skin Vesicles",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6312","Hemophagocytic Lymphohistiocytosis, Familial, 5","Fhl5"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6318","Hyperuricemic Nephropathy, Familial Juvenile 2","Early-Onset Hyperuricemia, Anemia, And Progressive Kidney Failure"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6318","Hyperuricemic Nephropathy, Familial Juvenile 2","Familial Juvenile Hyperuricemic Nephropathy 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6318","Hyperuricemic Nephropathy, Familial Juvenile 2","Hnfj2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6318","Hyperuricemic Nephropathy, Familial Juvenile 2","Ren-Related Kidney Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6319","Bartter Syndrome, Type 4b","Bartter Syndrome, Infantile, with Sensorineural Deafness"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6322","Glaucoma 3, Primary Congenital, D","Glc3d"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6328","Metaphyseal Anadysplasia 2","MANDP2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6335","Prostaglandin-Endoperoxide Synthase 1 Deficiency, Platelet","PGHS1 Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6335","Prostaglandin-Endoperoxide Synthase 1 Deficiency, Platelet","Platelet Cox1 Deficiency"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID6335","Prostaglandin-Endoperoxide Synthase 1 Deficiency, Platelet","Platelet Cyclooxygenase 1 Deficiency"
