"disease","disease_label","alt_label"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Autosomal Dominant Striatonigral Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Azorean Ataxia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Azorean Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Azorean Disease (Machado-Joseph)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Azorean Disease, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Azorean Neurologic Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Joseph Azorean Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Joseph Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Machado-Joseph Azorean Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Machado-Joseph Disease Type I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Machado-Joseph Disease Type II"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Machado-Joseph Disease Type III"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Machado-Joseph Disease Type IV"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Nervous System Azorean Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Nigrospinodentatal Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Spinocerebellar Ataxia 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Spinocerebellar Ataxia Type 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Spinocerebellar Ataxia-3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Spinocerebellar Atrophy III"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Spinocerebellar Atrophy Type 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Striatonigral Degeneration, Autosomal Dominant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Type 3 Spinocerebellar Ataxia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Type I Machado-Joseph Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Type II Machado-Joseph Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Type III Machado-Joseph Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10090","Machado-Joseph Disease","Type IV Machado-Joseph Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10096","Tuberculosis, Multidrug-Resistant","Tuberculosis, Drug-Resistant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10096","Tuberculosis, Multidrug-Resistant","Tuberculosis, MDR"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10096","Tuberculosis, Multidrug-Resistant","Tuberculosis, Multi-Drug Resistant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10097","Odontodysplasia","Ghost Teeth"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10097","Odontodysplasia","Ghost Tooth"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10097","Odontodysplasia","Odontogenesis Imperfecta"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10097","Odontodysplasia","Odontogenic Dysplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10098","Glucose Intolerance","Impaired Glucose Tolerance"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10099","Endolymphatic Hydrops",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10103","Torovirus Infections","Infections, Torovirus"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10104","Flavivirus Infections","Infections, Flavivirus"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10105","Flaviviridae Infections","Infections, Flaviviridae"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10107","Paramyxoviridae Infections","Infections, Paramyxoviridae"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10107","Paramyxoviridae Infections","Parainfluenza"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10107","Paramyxoviridae Infections","Parainfluenza Virus Infections"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10112","Lymphangioma, Cystic","Cystic Hygroma Colli"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10112","Lymphangioma, Cystic","Hygroma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10112","Lymphangioma, Cystic","Hygroma, Cystic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10113","Lymphangioleiomyomatosis","Lymphangiomyomatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10117","Carcinoma, Adenosquamous",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10118","Hepatoblastoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10119","Mixed Tumor, Malignant",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10125","Neoplasms, Connective and Soft Tissue","Connective and Soft Tissue Neoplasms"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10133","Giant Cell Tumor of Bone",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10136","Osteoblastoma","Giant Osteoid Osteoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10136","Osteoblastoma","Osteoma, Giant Osteoid"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10141","Fibroma, Desmoplastic","Collagenous Fibroma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10141","Fibroma, Desmoplastic","Desmoplastic Fibroblastoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Deep Fibromatoses"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Deep Fibromatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Desmoid Fibromatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Desmoid-type Fibromatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Extra Abdominal Desmoid Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Fibromatosis, Aggressive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10143","Desmoid Tumors","Musculoaponeurotic Fibromatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10147","Fibroadenoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10153","Rhabdomyosarcoma, Alveolar","Rhabdomyosarcoma 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10154","Rhabdomyosarcoma, Embryonal",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10156","Smooth Muscle Tumor",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10157","Carcinoma, Embryonal",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10158","Germinoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10160","Seminoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Cerebral Primitive Neuroectodermal Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Ependymoblastoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Medulloepithelioma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Neoplasms, Primitive Neuroepithelial"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Neuroectodermal Tumor, Primitive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Neuroepithelial Neoplasms, Primitive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Neuroepithelial Tumors, Primitive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","PNET"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Primitive Neuroepithelial Neoplasms"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10163","Neuroectodermal Tumors, Primitive","Spongioblastoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10164","Teratocarcinoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10166","Adrenocortical Adenoma","Adenoma, Adrenal Cortical"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10166","Adrenocortical Adenoma","Adenoma, Adrenocortical"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10166","Adrenocortical Adenoma","Conn Adenoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10166","Adrenocortical Adenoma","Conn Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10166","Adrenocortical Adenoma","Conn's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10167","Adenoma, Liver Cell","Adenoma, Hepatocellular"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10167","Adenoma, Liver Cell","Hepatoma, Benign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10168","Adenoma, Oxyphilic","Huerthle Cell Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10168","Adenoma, Oxyphilic","Hurthle Cell Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10168","Adenoma, Oxyphilic","Oncocytoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10175","Adenomatous Polyps",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10178","Adenocarcinoma, Follicular","Follicular Thyroid Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10178","Adenocarcinoma, Follicular","Thyroid Carcinoma, Follicular"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Acinar Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Acinar Cell Adenocarcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Acinic Cell Adenocarcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Acinic Cell Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Acinic Cell Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10181","Carcinoma, Acinar Cell","Serous Acinar Adenoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10182","Adrenocortical Carcinoma","Carcinoma, Adrenal Cortical"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10182","Adrenocortical Carcinoma","Carcinoma, Adrenocortical"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10183","Carcinoma, Endometrioid","Adenocarcinoma, Endometrioid"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10183","Carcinoma, Endometrioid","Endometrioid Adenocarcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10184","Carcinoma, Ductal, Breast","Carcinoma, Infiltrating Duct"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10184","Carcinoma, Ductal, Breast","Carcinoma, Invasive Ductal, Breast"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10184","Carcinoma, Ductal, Breast","Carcinoma, Mammary Ductal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10184","Carcinoma, Ductal, Breast","Invasive Ductal Carcinoma, Breast"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10184","Carcinoma, Ductal, Breast","Mammary Ductal Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10185","Carcinoma, Islet Cell","Islet Cell Tumor, Malignant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10187","Carcinoma, Medullary",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10188","Carcinoma, Mucoepidermoid",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10192","Cholangiocarcinoma","Cholangiocellular Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10192","Cholangiocarcinoma","Extrahepatic Cholangiocarcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10192","Cholangiocarcinoma","Intrahepatic Cholangiocarcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10195","Cystadenocarcinoma, Serous",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10197","Carcinoma, Giant Cell",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10198","Carcinoma, Large Cell",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10199","Carcinoma, Small Cell","Carcinoma, Oat Cell"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10199","Carcinoma, Small Cell","Oat Cell Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10199","Carcinoma, Small Cell","Small Cell Carcinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10216","Ganglioneuroblastoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10218","Neoplasms, Squamous Cell","Squamous Cell Cancer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10218","Neoplasms, Squamous Cell","Squamous Cell Neoplasms"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10219","Papilloma, Inverted",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10225","Gliosarcoma","Glioblastoma with Sarcomatous Component"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10225","Gliosarcoma","Sarcomatous Glioma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","MPNST"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Malignant Neurilemmoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Malignant Neurilemoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Malignant Peripheral Nerve Sheath Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Malignant Peripheral Nerve Sheath Tumors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Neurilemmosarcoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Peripheral Nerve Sheath Tumors, Malignant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Sarcoma, Neurogenic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10228","Neurofibrosarcoma","Schwannoma, Malignant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10231","Hemangioendothelioma, Epithelioid",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10232","Hemangioma, Capillary",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10233","Hemangioblastoma","Multiple Hemangioblastomas"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10236","Melanoma, Amelanotic",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10238","Nevus, Intradermal","Nevi, Intradermal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10245","Coronavirus Infections","Infections, Coronavirus"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10245","Coronavirus Infections","MERS (Middle East Respiratory Syndrome)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10245","Coronavirus Infections","Middle East Respiratory Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10249","Respiratory Syncytial Virus Infections","Infections, Respiratory Syncytial Virus"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10249","Respiratory Syncytial Virus Infections","RSV Infection"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10249","Respiratory Syncytial Virus Infections","Respiratory Syncytial Virus Infection"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10250","Neuroendocrine Tumors",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Minimal Disease, Residual"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Minimal Residual Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Residual Cancer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Residual Disease, Minimal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Residual Neoplasm"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Residual Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10251","Neoplasm, Residual","Residual Tumour"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Allergic Cutaneous Angiitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Allergic Cutaneous Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Angiitis, Allergic Cutaneous"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Angiitis, Hypersensitivity"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Cutaneous Allergic Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Cutaneous Leukocytoclastic Angiitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Cutaneous Leukocytoclastic Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Hypersensitivity Angiitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Hypersensitivity Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Vasculitis, Allergic Cutaneous"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10252","Vasculitis, Leukocytoclastic, Cutaneous","Vasculitis, Hypersensitivity"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10254","Cardiovascular Abnormalities","Abnormalities, Cardiovascular"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10255","Thyroid Hormone Resistance Syndrome","Generalized Resistance to Thyroid Hormone"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10255","Thyroid Hormone Resistance Syndrome","Generalized Thyroid Hormone Resistance"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10255","Thyroid Hormone Resistance Syndrome","Refetoff Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10255","Thyroid Hormone Resistance Syndrome","Refetoff-DeWind-DeGroot Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10255","Thyroid Hormone Resistance Syndrome","Thyroid Hormone Resistance"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10258","Pneumonia, Bacterial","Bacterial Pneumonia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Brown-Sequard Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Brown-Sequard's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Brown-Sequard's Paralysis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Brown-Sequard's Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Hemicord Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Hemiparaplegic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Hemispinal Cord Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10262","Brown-Sequard Syndrome","Spastic Spinal Monoplegia Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10264","Lymphoma, B-Cell, Marginal Zone","Lymphoma of Mucosa-Associated Lymphoid Tissue"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10264","Lymphoma, B-Cell, Marginal Zone","Lymphoma, Mucosa-Associated Lymphoid Tissue"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10264","Lymphoma, B-Cell, Marginal Zone","MALT Lymphoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10264","Lymphoma, B-Cell, Marginal Zone","Marginal Zone B-Cell Lymphoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10264","Lymphoma, B-Cell, Marginal Zone","Mucosa-Associated Lymphoid Tissue Lymphoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10267","Placenta, Retained","Retained Placenta"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Minimally Conscious State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","PVS (Persistent Vegetative State)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Permanent Vegetative State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Persistent Unawareness State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Post-Comatose Unawareness State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Post-Traumatic Unawareness State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Post-Traumatic Vegetative State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Postcomatose Unawareness State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Posttraumatic Unawareness State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Prolonged Post-Traumatic Unawareness"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Transient Vegetative State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Vegetative State"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID10268","Persistent Vegetative State","Vegetative State, Persistent"
